,index,registeredUsers,appOpens,state,year,quarter
479,shi yomi district,290,989,arunachal-pradesh,2020,1
480,east kameng district,1962,37103,arunachal-pradesh,2020,1
481,lohit district,8454,159158,arunachal-pradesh,2020,1
482,lepa rada district,1532,28280,arunachal-pradesh,2020,1
483,lower dibang valley district,4650,71091,arunachal-pradesh,2020,1
484,longding district,2201,58817,arunachal-pradesh,2020,1
485,west siang district,5757,97255,arunachal-pradesh,2020,1
486,kamle district,373,7135,arunachal-pradesh,2020,1
487,upper siang district,2143,37600,arunachal-pradesh,2020,1
488,kurung kumey district,725,11471,arunachal-pradesh,2020,1
489,siang district,1390,24530,arunachal-pradesh,2020,1
490,kra daadi district,701,16770,arunachal-pradesh,2020,1
491,changlang district,11262,201632,arunachal-pradesh,2020,1
492,pakke kessang district,371,9758,arunachal-pradesh,2020,1
493,east siang district,11298,167166,arunachal-pradesh,2020,1
494,upper subansiri district,3675,56522,arunachal-pradesh,2020,1
495,tawang district,8048,138728,arunachal-pradesh,2020,1
496,namsai district,6029,109933,arunachal-pradesh,2020,1
497,lower subansiri district,5392,108893,arunachal-pradesh,2020,2
498,tirap district,5239,114770,arunachal-pradesh,2020,2
499,papum pare district,59968,932769,arunachal-pradesh,2020,2
500,anjaw district,1961,34903,arunachal-pradesh,2020,2
501,lower siang district,2644,48738,arunachal-pradesh,2020,2
502,dibang valley district,367,4076,arunachal-pradesh,2020,2
503,west kameng district,15766,394250,arunachal-pradesh,2020,2
504,shi yomi district,320,1597,arunachal-pradesh,2020,2
505,east kameng district,2506,53112,arunachal-pradesh,2020,2
506,lohit district,10154,219948,arunachal-pradesh,2020,2
507,lepa rada district,1890,38098,arunachal-pradesh,2020,2
508,lower dibang valley district,5782,110670,arunachal-pradesh,2020,2
509,longding district,2751,86086,arunachal-pradesh,2020,2
510,west siang district,7239,147515,arunachal-pradesh,2020,2
511,kamle district,509,11566,arunachal-pradesh,2020,2
512,upper siang district,2552,54123,arunachal-pradesh,2020,2
513,kurung kumey district,834,16738,arunachal-pradesh,2020,2
514,siang district,1831,40101,arunachal-pradesh,2020,2
515,kra daadi district,870,25480,arunachal-pradesh,2020,2
516,changlang district,14036,293705,arunachal-pradesh,2020,2
517,pakke kessang district,438,13500,arunachal-pradesh,2020,2
518,east siang district,13601,235755,arunachal-pradesh,2020,2
519,upper subansiri district,4465,80310,arunachal-pradesh,2020,2
520,tawang district,8993,170812,arunachal-pradesh,2020,2
521,namsai district,7426,149491,arunachal-pradesh,2020,2
522,lower subansiri district,6456,117359,arunachal-pradesh,2020,3
523,tirap district,6119,125437,arunachal-pradesh,2020,3
524,papum pare district,69419,1157730,arunachal-pradesh,2020,3
525,anjaw district,2226,42320,arunachal-pradesh,2020,3
526,lower siang district,2983,51520,arunachal-pradesh,2020,3
527,dibang valley district,411,4634,arunachal-pradesh,2020,3
528,west kameng district,17636,461190,arunachal-pradesh,2020,3
529,shi yomi district,337,2788,arunachal-pradesh,2020,3
530,east kameng district,3169,63062,arunachal-pradesh,2020,3
531,lohit district,11755,264444,arunachal-pradesh,2020,3
532,lepa rada district,2304,47233,arunachal-pradesh,2020,3
533,lower dibang valley district,6799,117752,arunachal-pradesh,2020,3
534,longding district,3277,91330,arunachal-pradesh,2020,3
535,west siang district,8623,158496,arunachal-pradesh,2020,3
536,kamle district,639,12196,arunachal-pradesh,2020,3
537,upper siang district,3011,59246,arunachal-pradesh,2020,3
538,kurung kumey district,1025,18583,arunachal-pradesh,2020,3
539,siang district,2225,42723,arunachal-pradesh,2020,3
540,kra daadi district,1026,29126,arunachal-pradesh,2020,3
541,changlang district,16385,326045,arunachal-pradesh,2020,3
542,pakke kessang district,508,11721,arunachal-pradesh,2020,3
543,east siang district,15921,302165,arunachal-pradesh,2020,3
544,upper subansiri district,5295,106598,arunachal-pradesh,2020,3
545,tawang district,9944,224583,arunachal-pradesh,2020,3
546,namsai district,8553,165140,arunachal-pradesh,2020,3
547,lower subansiri district,7388,124398,arunachal-pradesh,2020,4
548,tirap district,6805,134124,arunachal-pradesh,2020,4
549,papum pare district,77936,1397025,arunachal-pradesh,2020,4
550,anjaw district,2485,61121,arunachal-pradesh,2020,4
551,lower siang district,3320,54476,arunachal-pradesh,2020,4
552,dibang valley district,444,7677,arunachal-pradesh,2020,4
553,west kameng district,19464,455337,arunachal-pradesh,2020,4
554,shi yomi district,370,5847,arunachal-pradesh,2020,4
555,east kameng district,3638,62876,arunachal-pradesh,2020,4
556,lohit district,13126,285992,arunachal-pradesh,2020,4
557,lepa rada district,2735,57036,arunachal-pradesh,2020,4
558,lower dibang valley district,7693,132469,arunachal-pradesh,2020,4
559,longding district,3753,87881,arunachal-pradesh,2020,4
560,west siang district,9911,180696,arunachal-pradesh,2020,4
561,kamle district,745,14866,arunachal-pradesh,2020,4
562,upper siang district,3497,80140,arunachal-pradesh,2020,4
563,kurung kumey district,1173,21168,arunachal-pradesh,2020,4
564,siang district,2635,48090,arunachal-pradesh,2020,4
565,kra daadi district,1141,27924,arunachal-pradesh,2020,4
566,changlang district,18203,320708,arunachal-pradesh,2020,4
567,pakke kessang district,593,11458,arunachal-pradesh,2020,4
568,east siang district,17822,349321,arunachal-pradesh,2020,4
569,upper subansiri district,6069,125505,arunachal-pradesh,2020,4
570,tawang district,10909,249095,arunachal-pradesh,2020,4
571,namsai district,9437,177437,arunachal-pradesh,2020,4
572,lower subansiri district,8044,136547,arunachal-pradesh,2021,1
573,tirap district,7376,136247,arunachal-pradesh,2021,1
574,papum pare district,84715,1553363,arunachal-pradesh,2021,1
575,anjaw district,2660,55283,arunachal-pradesh,2021,1
576,lower siang district,3594,61226,arunachal-pradesh,2021,1
577,dibang valley district,478,9538,arunachal-pradesh,2021,1
578,west kameng district,21027,483047,arunachal-pradesh,2021,1
579,shi yomi district,390,7228,arunachal-pradesh,2021,1
580,east kameng district,3990,69455,arunachal-pradesh,2021,1
581,lohit district,14231,295880,arunachal-pradesh,2021,1
582,lepa rada district,3008,68424,arunachal-pradesh,2021,1
583,lower dibang valley district,8402,145425,arunachal-pradesh,2021,1
584,longding district,4117,92482,arunachal-pradesh,2021,1
585,west siang district,10836,191242,arunachal-pradesh,2021,1
586,kamle district,814,16142,arunachal-pradesh,2021,1
587,upper siang district,3847,87503,arunachal-pradesh,2021,1
588,kurung kumey district,1287,25911,arunachal-pradesh,2021,1
589,siang district,2878,56271,arunachal-pradesh,2021,1
590,kra daadi district,1244,30137,arunachal-pradesh,2021,1
591,changlang district,19716,344148,arunachal-pradesh,2021,1
592,pakke kessang district,647,14995,arunachal-pradesh,2021,1
593,east siang district,19342,363085,arunachal-pradesh,2021,1
594,upper subansiri district,6577,122422,arunachal-pradesh,2021,1
595,tawang district,11778,230123,arunachal-pradesh,2021,1
596,namsai district,10242,200584,arunachal-pradesh,2021,1
597,lower subansiri district,8685,444426,arunachal-pradesh,2021,2
598,tirap district,7955,547430,arunachal-pradesh,2021,2
599,papum pare district,90871,1786163,arunachal-pradesh,2021,2
600,anjaw district,2866,174807,arunachal-pradesh,2021,2
601,lower siang district,3872,246789,arunachal-pradesh,2021,2
602,dibang valley district,516,77457,arunachal-pradesh,2021,2
603,west kameng district,22625,1490269,arunachal-pradesh,2021,2
604,shi yomi district,430,99619,arunachal-pradesh,2021,2
605,east kameng district,4314,221705,arunachal-pradesh,2021,2
606,lohit district,15360,1008718,arunachal-pradesh,2021,2
607,lepa rada district,3249,228236,arunachal-pradesh,2021,2
608,lower dibang valley district,9094,434361,arunachal-pradesh,2021,2
609,longding district,4456,495881,arunachal-pradesh,2021,2
610,west siang district,11657,467127,arunachal-pradesh,2021,2
611,kamle district,883,164726,arunachal-pradesh,2021,2
612,upper siang district,4145,428792,arunachal-pradesh,2021,2
613,kurung kumey district,1398,201782,arunachal-pradesh,2021,2
614,siang district,3116,410979,arunachal-pradesh,2021,2
615,kra daadi district,1353,150762,arunachal-pradesh,2021,2
616,changlang district,21404,1212334,arunachal-pradesh,2021,2
617,pakke kessang district,702,156638,arunachal-pradesh,2021,2
618,east siang district,20817,855042,arunachal-pradesh,2021,2
619,upper subansiri district,7057,293916,arunachal-pradesh,2021,2
620,tawang district,12636,830993,arunachal-pradesh,2021,2
621,namsai district,11111,596897,arunachal-pradesh,2021,2
622,lower subansiri district,9451,558377,arunachal-pradesh,2021,3
623,tirap district,8665,578706,arunachal-pradesh,2021,3
624,papum pare district,97854,2308276,arunachal-pradesh,2021,3
625,anjaw district,3099,267726,arunachal-pradesh,2021,3
626,lower siang district,4229,347190,arunachal-pradesh,2021,3
627,dibang valley district,571,113574,arunachal-pradesh,2021,3
628,west kameng district,24489,2155265,arunachal-pradesh,2021,3
629,shi yomi district,473,181457,arunachal-pradesh,2021,3
630,east kameng district,4671,265900,arunachal-pradesh,2021,3
631,lohit district,16680,1408514,arunachal-pradesh,2021,3
632,lepa rada district,3527,264771,arunachal-pradesh,2021,3
633,lower dibang valley district,9920,581463,arunachal-pradesh,2021,3
634,longding district,4890,594284,arunachal-pradesh,2021,3
635,west siang district,12616,544772,arunachal-pradesh,2021,3
636,kamle district,974,203013,arunachal-pradesh,2021,3
637,upper siang district,4506,556857,arunachal-pradesh,2021,3
638,kurung kumey district,1509,292922,arunachal-pradesh,2021,3
639,siang district,3396,433332,arunachal-pradesh,2021,3
640,kra daadi district,1475,179974,arunachal-pradesh,2021,3
641,changlang district,23328,1668215,arunachal-pradesh,2021,3
642,pakke kessang district,770,213423,arunachal-pradesh,2021,3
643,east siang district,22538,1086775,arunachal-pradesh,2021,3
644,upper subansiri district,7652,375423,arunachal-pradesh,2021,3
645,tawang district,13650,1355010,arunachal-pradesh,2021,3
646,namsai district,12140,674435,arunachal-pradesh,2021,3
647,lower subansiri district,10187,348485,arunachal-pradesh,2021,4
648,tirap district,9331,311867,arunachal-pradesh,2021,4
649,papum pare district,104806,3554385,arunachal-pradesh,2021,4
650,anjaw district,3342,125753,arunachal-pradesh,2021,4
651,lower siang district,4550,156209,arunachal-pradesh,2021,4
652,dibang valley district,621,18166,arunachal-pradesh,2021,4
653,west kameng district,26237,1160379,arunachal-pradesh,2021,4
654,shi yomi district,498,15201,arunachal-pradesh,2021,4
655,east kameng district,5027,153109,arunachal-pradesh,2021,4
656,lohit district,17980,728676,arunachal-pradesh,2021,4
657,lepa rada district,3810,168938,arunachal-pradesh,2021,4
658,lower dibang valley district,10679,341060,arunachal-pradesh,2021,4
659,longding district,5345,215529,arunachal-pradesh,2021,4
660,west siang district,13555,389171,arunachal-pradesh,2021,4
661,kamle district,1069,48042,arunachal-pradesh,2021,4
662,upper siang district,4850,208167,arunachal-pradesh,2021,4
663,kurung kumey district,1633,54213,arunachal-pradesh,2021,4
664,siang district,3675,121770,arunachal-pradesh,2021,4
665,kra daadi district,1593,63448,arunachal-pradesh,2021,4
666,changlang district,25155,829350,arunachal-pradesh,2021,4
667,pakke kessang district,835,35976,arunachal-pradesh,2021,4
668,east siang district,24208,897713,arunachal-pradesh,2021,4
669,upper subansiri district,8201,240330,arunachal-pradesh,2021,4
670,tawang district,14665,506240,arunachal-pradesh,2021,4
671,namsai district,13092,538118,arunachal-pradesh,2021,4
672,lower subansiri district,10854,1566925,arunachal-pradesh,2022,1
673,tirap district,9972,1634844,arunachal-pradesh,2022,1
674,papum pare district,111271,3209286,arunachal-pradesh,2022,1
675,anjaw district,3560,640611,arunachal-pradesh,2022,1
676,lower siang district,4882,1085994,arunachal-pradesh,2022,1
677,dibang valley district,656,267633,arunachal-pradesh,2022,1
678,west kameng district,27860,4098935,arunachal-pradesh,2022,1
679,shi yomi district,540,230973,arunachal-pradesh,2022,1
680,east kameng district,5355,703590,arunachal-pradesh,2022,1
681,lohit district,19214,3212352,arunachal-pradesh,2022,1
682,lepa rada district,4049,1182371,arunachal-pradesh,2022,1
683,lower dibang valley district,11401,1918566,arunachal-pradesh,2022,1
684,longding district,5700,1728795,arunachal-pradesh,2022,1
685,west siang district,14420,1420049,arunachal-pradesh,2022,1
686,kamle district,1144,758412,arunachal-pradesh,2022,1
687,upper siang district,5146,2047229,arunachal-pradesh,2022,1
688,kurung kumey district,1744,845626,arunachal-pradesh,2022,1
689,siang district,3942,1227784,arunachal-pradesh,2022,1
690,kra daadi district,1701,720274,arunachal-pradesh,2022,1
691,changlang district,26904,4323291,arunachal-pradesh,2022,1
692,pakke kessang district,887,770322,arunachal-pradesh,2022,1
693,east siang district,25763,3444101,arunachal-pradesh,2022,1
694,upper subansiri district,8731,921019,arunachal-pradesh,2022,1
695,tawang district,15589,1922991,arunachal-pradesh,2022,1
696,namsai district,14054,1536586,arunachal-pradesh,2022,1
697,tinsukia district,15998,0,assam,2018,1
698,lakhimpur district,8143,0,assam,2018,1
699,kamrup district,15241,0,assam,2018,1
700,kokrajhar district,6566,0,assam,2018,1
701,karbi anglong district,5694,0,assam,2018,1
702,sivasagar district,8292,0,assam,2018,1
703,dibrugarh district,21182,0,assam,2018,1
704,south salmara mancachar district,2420,0,assam,2018,1
705,nagaon district,19619,0,assam,2018,1
706,dhubri district,11421,0,assam,2018,1
707,golaghat district,10102,0,assam,2018,1
708,udalguri district,4768,0,assam,2018,1
709,majuli district,1274,0,assam,2018,1
710,sonitpur district,18986,0,assam,2018,1
711,hojai district,7571,0,assam,2018,1
712,marigaon district,7193,0,assam,2018,1
713,chirang district,3487,0,assam,2018,1
714,cachar district,19567,0,assam,2018,1
715,nalbari district,6874,0,assam,2018,1
716,west karbi anglong district,835,0,assam,2018,1
717,dhemaji district,6623,0,assam,2018,1
718,karimganj district,7367,0,assam,2018,1
719,bongaigaon district,9724,0,assam,2018,1
720,dima hasao district,2245,0,assam,2018,1
721,baksa district,6082,0,assam,2018,1
722,charaideo district,4366,0,assam,2018,1
723,darrang district,8050,0,assam,2018,1
724,kamrup metropolitan district,87336,0,assam,2018,1
725,hailakandi district,5700,0,assam,2018,1
726,barpeta district,20485,0,assam,2018,1
727,goalpara district,10420,0,assam,2018,1
728,biswanath district,5164,0,assam,2018,1
729,jorhat district,16442,0,assam,2018,1
730,tinsukia district,23900,0,assam,2018,2
731,lakhimpur district,12719,0,assam,2018,2
732,kamrup district,23595,0,assam,2018,2
733,kokrajhar district,9480,0,assam,2018,2
734,karbi anglong district,8725,0,assam,2018,2
735,sivasagar district,12596,0,assam,2018,2
736,dibrugarh district,30527,0,assam,2018,2
737,south salmara mancachar district,3557,0,assam,2018,2
738,nagaon district,29412,0,assam,2018,2
739,dhubri district,16701,0,assam,2018,2
740,golaghat district,15237,0,assam,2018,2
741,udalguri district,7691,0,assam,2018,2
742,majuli district,1927,0,assam,2018,2
743,sonitpur district,28409,0,assam,2018,2
744,hojai district,10903,0,assam,2018,2
745,marigaon district,11217,0,assam,2018,2
746,chirang district,5105,0,assam,2018,2
747,cachar district,29381,0,assam,2018,2
748,nalbari district,10898,0,assam,2018,2
749,west karbi anglong district,1406,0,assam,2018,2
750,dhemaji district,10157,0,assam,2018,2
751,karimganj district,11732,0,assam,2018,2
752,bongaigaon district,14065,0,assam,2018,2
753,dima hasao district,3404,0,assam,2018,2
754,baksa district,9739,0,assam,2018,2
755,charaideo district,6693,0,assam,2018,2
756,darrang district,11954,0,assam,2018,2
757,kamrup metropolitan district,124720,0,assam,2018,2
758,hailakandi district,8687,0,assam,2018,2
759,barpeta district,29882,0,assam,2018,2
760,goalpara district,14974,0,assam,2018,2
761,biswanath district,7970,0,assam,2018,2
762,jorhat district,23683,0,assam,2018,2
763,tinsukia district,32870,0,assam,2018,3
764,lakhimpur district,18337,0,assam,2018,3
765,kamrup district,33197,0,assam,2018,3
766,kokrajhar district,13164,0,assam,2018,3
767,karbi anglong district,12282,0,assam,2018,3
768,sivasagar district,17447,0,assam,2018,3
769,dibrugarh district,40711,0,assam,2018,3
770,south salmara mancachar district,4903,0,assam,2018,3
771,nagaon district,40687,0,assam,2018,3
